,X,Y,Z,M200c,Density,Contrast
60,32.37807,30.83043,25.01911,23970000000.0,208.761354034,-0.592262980403
61,38.31069,49.79446,50.82172,22810000000.0,210.63158634,-0.588610182929
62,18.09983,22.37494,2.8748,24310000000.0,211.617836186,-0.5866839137
63,32.72365,30.30233,25.73907,38960000000.0,212.636774236,-0.58469380032
64,10.29283,62.15398,16.35229,25970000000.0,212.637241211,-0.58469288826
65,17.64964,22.51394,3.18301,40460000000.0,212.897812903,-0.584183959174
66,19.31486,22.26275,1.83073,23470000000.0,213.633764492,-0.582746553726
67,19.35711,22.23414,1.86287,88570000000.0,213.730428184,-0.582557757452
68,10.98737,62.6158,16.83046,34130000000.0,213.746305313,-0.582526747436
69,19.37851,22.25733,1.83606,90570000000.0,213.869119569,-0.582286875842
70,5.39258,32.35306,36.64946,1.052e+11,214.226821928,-0.581588238422
71,17.39922,22.6423,3.28924,1.727e+11,214.310410338,-0.581424979809
72,17.46641,22.65437,3.24428,43450000000.0,214.35990962,-0.581328301523
73,5.6214,30.02182,35.16835,25640000000.0,214.372050953,-0.581304587982
74,32.79024,30.16494,25.73764,31960000000.0,214.439762235,-0.581172339384
75,18.0048,22.73986,2.73049,34460000000.0,214.536892902,-0.580982631051
76,19.76501,22.14155,1.53101,30630000000.0,215.034220594,-0.580011287902
77,16.44922,4.85243,3.77885,93570000000.0,215.57591085,-0.578953299121
78,32.68183,30.05612,25.83557,21310000000.0,216.069502747,-0.577989252447
79,20.95396,23.1362,62.58283,21140000000.0,216.337546029,-0.577465730412
80,32.64091,29.94495,25.68697,31300000000.0,216.643414234,-0.576868331574
81,21.83305,28.97609,52.73967,38120000000.0,216.856821516,-0.576451520477
82,32.80688,30.02014,25.84374,1.669e+12,216.924999772,-0.57631835982
83,9.87715,61.28109,16.25689,33630000000.0,217.01045608,-0.576151452969
84,19.67109,22.6598,0.3917,31630000000.0,217.100582131,-0.575975425525
85,7.39497,41.01477,23.85865,28800000000.0,217.126732695,-0.575924350204
86,20.0243,20.13023,3.15612,47450000000.0,217.396643875,-0.575397179932
87,20.01101,22.61271,0.01479,22640000000.0,217.724926849,-0.574756002248
88,32.79483,29.95732,25.86055,4.006e+11,217.798708798,-0.57461189688
89,53.99014,54.33009,58.48905,23470000000.0,218.389898336,-0.573457229813
90,53.97653,54.32354,58.50576,30130000000.0,218.680823361,-0.572889016873
91,20.89185,22.30299,63.22168,83910000000.0,218.697634438,-0.572856182738
92,20.90509,22.2749,63.2252,1.16e+11,218.698101412,-0.572855270679
93,32.77954,29.82601,25.87402,37130000000.0,219.288357002,-0.571702427731
94,20.63164,22.46171,63.5291,25310000000.0,219.409303361,-0.571466204374
95,20.66013,22.41811,63.53701,21640000000.0,219.480750438,-0.571326659302
96,32.7826,29.79266,25.90523,1.021e+11,219.624111566,-0.571046657098
97,42.51841,22.63756,15.11654,22810000000.0,219.756732284,-0.570787632259
98,6.06157,29.75438,35.40723,45120000000.0,219.812769207,-0.570678185143
99,21.61806,21.8776,63.00327,40290000000.0,220.142920078,-0.570033359222
100,32.89902,29.67375,26.44821,23970000000.0,220.424972591,-0.569482475408
101,32.92487,31.4384,21.78434,21810000000.0,221.787136795,-0.566821998447
102,0.2084,60.40076,5.45644,50940000000.0,221.854381103,-0.566690661908
103,32.90053,31.44941,21.7608,24140000000.0,222.097674744,-0.566215479016
104,0.22066,60.43284,5.53221,56110000000.0,222.170055769,-0.566074109825
105,0.23088,60.52136,5.49092,30630000000.0,222.192937513,-0.56602941892
106,11.82967,15.21346,51.05024,38120000000.0,222.305478333,-0.56580961263
107,0.15904,60.43666,5.51601,5.977e+11,222.549705923,-0.565332605619
108,0.21332,61.89352,4.38237,81080000000.0,224.218205307,-0.56207381776
109,15.41961,23.0551,4.52304,45780000000.0,224.897652999,-0.560746771487
110,15.39251,23.08255,4.52717,21810000000.0,225.633604588,-0.559309366039
111,12.28412,14.91362,50.91314,43450000000.0,225.885770742,-0.55881685402
112,32.61327,29.19424,26.11276,39120000000.0,225.887638639,-0.558813205783
113,0.03823,62.92712,3.47593,46780000000.0,227.460875254,-0.55574047802
114,63.94202,61.20432,5.7672,21980000000.0,227.918977099,-0.554845747853
115,63.97855,62.96541,3.39429,1.946e+11,228.250995868,-0.554197273694
116,14.93949,23.03985,4.36401,38790000000.0,228.467671971,-0.553774078182
117,46.84998,14.42507,60.28798,27140000000.0,228.530246535,-0.553651862236
118,63.93256,62.97868,3.37024,25470000000.0,228.915500381,-0.552899413319
119,27.47943,32.04331,49.5073,55270000000.0,229.38247474,-0.551987354024
120,53.75599,26.63067,20.03547,42450000000.0,229.718696278,-0.551330671332
121,25.638,30.06262,49.38452,3.463e+11,230.129633714,-0.550528059153
122,25.56763,29.89265,49.44938,21640000000.0,230.6853332,-0.549442708593
123,25.60566,30.01434,49.38003,6.446e+11,230.702144277,-0.549409874458
124,27.39878,31.63406,49.34262,48780000000.0,230.760516072,-0.549295867047
125,25.60674,30.03048,49.36938,4.697e+11,230.771256482,-0.549274889683
126,25.60377,30.01062,49.37104,1.419e+11,230.848774226,-0.54912348784
127,27.37307,31.6585,49.32549,57270000000.0,230.969720585,-0.548887264483
128,43.5778,24.05133,18.1884,28140000000.0,231.568381713,-0.547718004467
129,25.60375,29.85367,49.31377,24140000000.0,231.876117815,-0.547116957392
130,41.50059,23.19158,19.74334,28300000000.0,232.052167148,-0.546773111038
131,41.49629,23.1876,19.74693,29640000000.0,232.1058692,-0.54666822422
132,49.4367,23.72966,40.15722,31800000000.0,232.486453302,-0.545924895895
133,27.61504,32.3314,49.55885,23640000000.0,232.687252276,-0.545532710398
134,15.10374,23.25788,4.74855,24640000000.0,233.152825712,-0.544623387282
135,8.36531,41.153,31.93447,26140000000.0,233.209796584,-0.544512116048
136,25.30916,29.54971,49.57975,26300000000.0,233.248555455,-0.544436415126
137,0.19384,63.49535,2.7982,24310000000.0,233.480641712,-0.543983121657
138,25.01535,53.57444,2.94265,28140000000.0,233.711794019,-0.543531652306
139,30.64928,31.24958,22.80912,21480000000.0,233.722067455,-0.543511587002
140,45.80372,58.3497,54.12849,33460000000.0,234.827395762,-0.541352742652
141,48.18382,5.43099,28.083,40960000000.0,234.958148583,-0.54109736605
142,48.21162,5.44429,28.09299,42450000000.0,235.129528172,-0.540762640289
143,51.78711,29.68381,38.85065,81080000000.0,235.879488992,-0.539297873062
144,47.72942,25.44376,40.25813,36790000000.0,236.512239248,-0.538062032718
145,3.28929,36.62329,23.20002,24310000000.0,236.656534325,-0.537780206396
146,3.23351,36.58663,23.18792,51610000000.0,237.710028478,-0.535722600628
147,52.62862,28.35704,39.2491,35800000000.0,237.877205299,-0.535396083401
148,25.01621,29.12951,49.51349,34960000000.0,238.103220888,-0.534954646702
149,5.45951,43.67559,27.76052,51280000000.0,238.531436375,-0.534118288329
150,25.05128,29.6489,49.25613,1.986e+11,238.544978632,-0.53409183861
151,5.43876,43.68174,27.78396,26470000000.0,238.639774427,-0.533906690573
152,25.02175,29.63753,49.20824,72420000000.0,239.221624477,-0.532770264692
153,21.66036,26.74761,51.78919,30300000000.0,239.454177708,-0.532316059164
154,43.12405,22.65302,19.35314,1.105e+11,239.537766118,-0.53215280055
155,43.08831,22.67986,19.38731,39290000000.0,239.584463554,-0.532061594621
156,41.82094,35.37891,57.90134,27800000000.0,240.465177195,-0.530341450792
157,17.05171,36.13655,31.54144,75590000000.0,240.757503143,-0.529770501673
158,52.63578,28.05686,39.54583,20980000000.0,240.879383451,-0.529532454197
159,5.20234,42.49062,25.32717,35800000000.0,241.211869194,-0.52888306798
160,0.536,56.79292,6.96073,29470000000.0,241.405663553,-0.528504563373
161,20.74815,53.32858,7.53805,68430000000.0,242.460091655,-0.526445133486
162,42.5578,21.86128,20.43524,22310000000.0,242.960688168,-0.525467405923
163,21.33731,53.92719,7.80808,30970000000.0,243.149812783,-0.525098021908
164,52.85916,27.15522,19.98789,31130000000.0,243.380498116,-0.524647464617
165,23.12477,57.7335,59.49814,22140000000.0,243.641536783,-0.524137623471
166,50.30489,25.02399,40.76733,75750000000.0,243.701776475,-0.524019967822
167,50.34774,25.03892,40.8134,42450000000.0,244.12765709,-0.523188169746
168,42.40409,21.70366,20.6011,35800000000.0,244.248136475,-0.522952858448
169,21.42472,53.95961,7.82346,35800000000.0,244.248136475,-0.522952858448
170,10.49893,51.91143,14.35026,21810000000.0,244.262145705,-0.522925496669
171,8.90218,54.32661,17.2411,69760000000.0,245.028450628,-0.521428807367
172,41.86146,21.79513,20.88445,24310000000.0,245.625710833,-0.52026228353
173,8.88291,54.40682,17.29348,32800000000.0,245.662134833,-0.520191142905
174,51.56487,28.82821,39.61731,73090000000.0,245.869938422,-0.519785276519
175,51.56842,28.82343,39.62346,48610000000.0,245.97033791,-0.51958918377
176,51.55987,28.80087,39.65267,92900000000.0,246.325238422,-0.518896018707
177,50.50302,25.23964,40.92237,48450000000.0,246.407892884,-0.518734584212
178,39.37516,27.50839,62.26056,29470000000.0,246.685742627,-0.518191908932
179,50.55781,25.25691,40.96228,34130000000.0,246.942578524,-0.51769027632
180,50.56289,25.25986,40.96684,31300000000.0,247.000950319,-0.517576268908
181,39.34597,27.51307,62.23956,22810000000.0,247.167660165,-0.51725066374
182,50.54398,25.27489,40.97594,23310000000.0,247.208286934,-0.517171314581
183,23.22173,24.73514,50.88726,20980000000.0,247.52489555,-0.51655293838
184,50.81485,25.23194,41.07769,97730000000.0,248.032496678,-0.515561529927
185,45.5424,18.20935,23.8951,41120000000.0,248.127292472,-0.51537638189
186,49.41394,26.04368,40.73309,32300000000.0,248.289799549,-0.515058985255
187,49.73659,25.85489,40.79114,34630000000.0,248.370119139,-0.514902111057
188,45.08097,17.58091,24.40441,50280000000.0,248.553640062,-0.514543671754
189,39.59926,27.1962,62.60863,23310000000.0,248.910875446,-0.513845946394
190,45.49894,17.71138,24.48546,28970000000.0,248.933290215,-0.513802167548
191,45.49239,17.69795,24.48032,31800000000.0,248.993062933,-0.513685423958
192,45.50093,17.66992,24.47286,29640000000.0,249.218144574,-0.513245811378
193,44.57364,18.26602,24.37231,26470000000.0,249.273714523,-0.513137276322
194,39.56029,27.18351,62.57935,60270000000.0,249.362906625,-0.512963072997
195,10.64774,61.63875,19.46086,36290000000.0,249.463306113,-0.512766980249
196,5.41119,34.34323,37.02031,43620000000.0,249.466107959,-0.512761507893
197,17.13179,4.93064,3.23253,55270000000.0,249.698661189,-0.512307302364
198,12.68483,6.47924,62.26778,25470000000.0,249.700062112,-0.512304566187
199,5.39576,34.39978,37.03033,48780000000.0,250.127343651,-0.511470031932
200,0.34116,63.94257,1.61397,1.235e+11,250.523337907,-0.510696605651
201,17.15121,4.92393,3.24038,73250000000.0,251.160757907,-0.509451644714
202,44.99674,3.2585,28.21473,1.776e+11,251.239676573,-0.509297506693
203,0.29793,63.91897,1.65796,1.165e+11,251.25321883,-0.509271056974
204,44.97689,3.24833,28.21067,66930000000.0,251.483904163,-0.508820499682
205,46.04852,17.39358,24.36501,22310000000.0,251.549280573,-0.508692811381
206,10.14684,62.96793,20.52809,55610000000.0,251.608586317,-0.508576979851
207,50.37793,25.80701,41.01757,39290000000.0,251.652948881,-0.508490334218
208,44.97668,3.23272,28.19516,3.077e+11,251.701514214,-0.508395480051
209,8.77618,55.38604,18.31475,22310000000.0,251.762220881,-0.508276912343
210,13.19172,13.3095,50.60938,34630000000.0,251.779031957,-0.508244078208
211,44.90676,3.21249,28.23099,2.692e+11,251.95181247,-0.507906616269
212,5.19522,44.35418,27.44179,41460000000.0,252.020457701,-0.507772543553
213,43.17793,19.21317,23.67642,82740000000.0,252.539733188,-0.506758333618
214,42.83435,19.89871,22.86516,1.209e+11,252.660212572,-0.50652302232
215,44.85483,3.16051,28.20493,36460000000.0,252.796102111,-0.506257613065
216,2.14467,7.93028,7.47962,29470000000.0,252.899770418,-0.506055135902
217,16.42353,22.674,51.52724,23470000000.0,253.210308367,-0.505448616471
218,46.36167,17.6541,23.81847,21810000000.0,253.342929085,-0.505189591631
219,44.87775,3.52228,27.81726,38120000000.0,253.377952162,-0.505121187184
220,6.63333,47.11186,25.81677,47120000000.0,253.487224162,-0.504907765309
221,3.68247,56.50381,30.63893,2.103e+11,253.523648162,-0.504836624684
222,52.40475,27.5028,19.86443,21480000000.0,253.554001495,-0.50477734083
223,22.3235,25.39224,51.0088,31960000000.0,253.916373597,-0.504069582818
224,44.20223,0.51518,43.0176,20980000000.0,254.2605337,-0.503397395118
225,44.79069,2.51293,28.43424,44950000000.0,254.327778007,-0.50326605858
226,44.78823,2.52186,28.40064,92570000000.0,254.506162212,-0.502917651929
227,38.90291,27.99374,61.76292,53110000000.0,255.144049186,-0.501671778933
228,49.5986,17.53784,58.4618,27140000000.0,255.432172366,-0.501109038348
229,51.458,27.14351,40.69829,23310000000.0,255.555453596,-0.500868254695
230,42.76182,17.6985,25.26179,23970000000.0,255.715158827,-0.500556330416
231,63.38951,0.61316,5.20682,25470000000.0,255.973395647,-0.500051961626
232,22.89102,47.5156,38.88717,24470000000.0,256.150845904,-0.499705379094
233,46.6142,10.73033,9.77015,25140000000.0,256.990465801,-0.498065496483
234,24.24747,38.42407,32.90786,43290000000.0,257.055842211,-0.497937808182
235,1.88879,7.87741,7.91915,46450000000.0,257.095068057,-0.497861195201
236,46.8136,10.87532,9.73432,46950000000.0,257.200604262,-0.497655069801
237,21.87257,53.55587,7.52369,1.054e+11,257.86137298,-0.496364505899
238,46.54958,10.13147,9.82679,22980000000.0,257.928150313,-0.49623408142
239,46.80402,10.767,9.23969,62760000000.0,258.080850928,-0.495935838031
240,46.82108,10.75676,9.2254,48610000000.0,258.113539133,-0.49587199388
241,42.16539,17.90049,25.4939,46280000000.0,258.5931218,-0.494935308985
242,42.14439,17.88123,25.52,73920000000.0,258.743020569,-0.494642537952
243,46.5186,11.04751,9.30826,1.34e+11,258.771972979,-0.494585990275
244,46.53046,11.04422,9.28191,1.014e+11,258.881244979,-0.4943725684
245,46.49794,11.05949,9.26308,52280000000.0,258.921404774,-0.494294131301
246,46.54459,11.05716,9.26001,33130000000.0,259.003125287,-0.494134520925
247,44.37104,2.49371,28.20465,28970000000.0,259.16096262,-0.493826244883
248,24.1652,29.10268,48.24242,48110000000.0,259.199721492,-0.493750543962
249,40.75715,20.46075,22.68467,2.069e+11,259.228206928,-0.493694908345
250,44.1382,24.49668,17.27785,41290000000.0,259.230074825,-0.493691260108
251,46.44165,9.93365,9.86953,36790000000.0,259.391647953,-0.493375687592
252,40.69758,20.47341,22.7282,1.173e+12,259.604588261,-0.492959788553
253,22.04176,53.71247,7.54743,30630000000.0,259.714794209,-0.49274454256
254,22.07736,53.72432,7.48957,1.577e+11,259.75448703,-0.49266701752
255,24.13049,29.07399,48.22618,43620000000.0,259.79091103,-0.492595876895
256,22.05606,53.68698,7.48944,96730000000.0,259.831070825,-0.492517439796
257,9.40581,62.96109,20.38416,30300000000.0,259.923531748,-0.492336852055
258,4.23387,52.20453,38.5082,76080000000.0,260.003851337,-0.492179977857
259,40.6622,20.41761,22.77764,1.08e+12,260.09304344,-0.492005774532
260,40.617,20.4108,22.73311,1.855e+11,260.119194004,-0.491954699211
261,40.79996,20.25951,22.91928,35460000000.0,260.229399953,-0.491739453218
262,22.05168,53.67386,7.52663,54440000000.0,260.323261799,-0.491556129299
263,59.78923,27.80384,30.42517,38290000000.0,260.352681183,-0.491498669564
264,47.22689,11.36223,9.37789,23310000000.0,260.355016055,-0.491494109267
265,40.6063,20.43056,22.78006,2.484e+11,260.357817901,-0.491488636912
266,46.60562,9.97227,10.0711,7.322e+11,260.453547645,-0.491301664756
267,19.29141,27.71374,51.51392,30630000000.0,260.495575337,-0.49121957942
268,26.57172,10.87945,17.62805,32960000000.0,260.64267226,-0.490932280742
269,46.5085,11.19371,8.90851,1.125e+11,260.913984362,-0.490402374292
270,46.47725,11.22917,8.90037,1.21e+11,261.173622106,-0.489895269324
271,46.67375,38.57758,31.2433,24640000000.0,261.404774413,-0.489443799974
272,52.89591,25.31143,18.43209,22810000000.0,261.430458003,-0.489393636713
273,4.27235,52.18078,38.53343,91570000000.0,261.518716157,-0.489221257506
274,53.59075,18.18694,59.51332,25970000000.0,261.694298516,-0.488878323211
275,3.84651,56.46638,29.71575,32960000000.0,261.9968979,-0.488287308789
276,25.39206,53.61192,4.33688,46280000000.0,262.095896464,-0.488093952218
277,3.83604,56.44497,29.69025,22980000000.0,262.222446516,-0.487846784149
278,47.19553,11.65526,9.35368,21640000000.0,262.237856669,-0.487816686193
279,52.2607,27.68431,19.52058,56600000000.0,262.314907439,-0.487666196409
280,44.28944,24.85776,17.01025,30470000000.0,262.398495849,-0.487502937795
281,25.41167,53.63455,4.36456,62760000000.0,262.557734105,-0.487191925576
282,4.30306,52.19863,38.55255,57100000000.0,262.560068977,-0.48718736528
283,20.99812,3.5745,25.43721,33300000000.0,262.652062926,-0.487007689599
284,60.55986,52.24178,42.88993,57270000000.0,262.721175131,-0.486872704823
285,42.32302,11.66259,4.81052,43950000000.0,262.952327438,-0.486421235472
286,20.41711,4.38112,26.29638,24970000000.0,263.109230823,-0.486114783549
287,47.7171,12.27003,9.20345,84240000000.0,263.15499431,-0.486025401739
288,20.70713,3.96332,25.99089,2.487e+11,263.260063541,-0.485820188397
289,47.04633,11.92429,9.16274,41460000000.0,263.360930002,-0.48562318359
290,21.49228,46.8636,38.73098,31960000000.0,263.459461592,-0.485430739079
291,20.68648,3.95169,26.06186,62600000000.0,263.722368156,-0.484917249696
292,41.27194,18.48075,25.01639,1.623e+11,263.909624874,-0.484551513919
293,40.37574,20.34866,23.4525,1.49e+11,264.062792463,-0.48425235847
294,46.45713,11.84839,8.58306,71260000000.0,264.159456155,-0.484063562196
295,22.61716,62.01292,20.13147,21480000000.0,264.237907848,-0.483910336235
296,20.14644,4.61237,26.50667,6.08e+11,264.514823642,-0.483369485073
297,19.17852,46.15384,37.55822,34630000000.0,264.723561181,-0.482961794569
298,38.49175,26.76447,61.82712,7.014e+11,264.882799437,-0.482650782349
299,20.07258,4.54366,26.45073,1.184e+11,265.006080668,-0.482409998696
300,13.52261,49.23444,23.42786,55110000000.0,265.360514206,-0.481717745691
301,38.53799,26.37784,62.04816,66100000000.0,265.36518395,-0.481708625098
302,46.90027,12.19424,8.94499,23470000000.0,265.797602206,-0.480864058192
303,38.52638,26.36005,62.07338,72920000000.0,265.866247436,-0.480729985476
304,40.43933,19.37664,23.83071,35290000000.0,266.041829795,-0.480387051181
305,3.89105,56.91024,29.45788,32960000000.0,266.190327641,-0.480097016325
306,46.4642,11.94964,8.34137,22310000000.0,266.216011231,-0.480046853064
307,46.50675,9.46859,10.74138,5.025e+11,266.24262877,-0.479994865684
308,49.52261,16.09571,23.04207,21480000000.0,266.265043539,-0.479951086838
309,46.49208,9.45364,10.73005,2.223e+11,266.284656462,-0.479912780348
310,46.50623,9.46103,10.74412,2.268e+11,266.322014411,-0.479839815604
311,21.54124,25.57473,50.83411,40960000000.0,266.332287846,-0.4798197503
312,40.65643,19.26595,24.64641,82410000000.0,266.873978103,-0.478761761518
313,40.35923,19.59537,24.16991,1.209e+11,266.874445077,-0.478760849459
314,21.5459,25.57504,50.80111,43790000000.0,266.917873692,-0.478676027945
315,47.8512,55.69251,59.16156,36790000000.0,267.00659882,-0.478502736679
316,18.52205,49.16172,35.16733,28300000000.0,267.126144256,-0.478269249499
317,40.40727,19.90917,24.47359,21640000000.0,267.209732666,-0.478105990886
318,40.5572,18.84527,24.40334,24970000000.0,267.430611538,-0.47767458684
319,40.58051,18.93552,24.60644,26800000000.0,267.530544051,-0.477479406151
320,40.56786,18.99187,24.56641,32960000000.0,267.541284461,-0.477458428787
321,9.01712,42.33713,35.32127,21980000000.0,267.672504256,-0.477202140125
322,0.10572,0.59861,1.61205,43620000000.0,267.914863948,-0.476728781351
323,40.43179,18.9607,24.37812,36130000000.0,267.954089794,-0.476652168371
324,46.45604,9.34455,10.88894,1.054e+11,267.978839435,-0.476603829228
325,41.82679,12.18385,3.84363,23140000000.0,268.08110682,-0.476404088243
326,40.3629,19.0738,24.39572,23140000000.0,268.195982512,-0.476179721656
327,19.71667,5.12826,26.65996,34460000000.0,268.335607845,-0.475907015927
328,40.32119,19.07856,24.39936,20980000000.0,268.387908974,-0.475804865286
329,41.51554,12.23527,3.53431,21480000000.0,268.401918204,-0.475777503507
330,5.46976,35.86458,37.97345,33630000000.0,268.608320871,-0.475374373299
331,40.34306,19.2598,24.70181,33300000000.0,268.735337896,-0.475126293171
332,13.07322,52.11827,21.58764,28970000000.0,268.748880153,-0.475099843452
333,0.0928,0.63431,1.62527,35460000000.0,268.844142922,-0.474913783356
334,13.09802,52.11194,21.58991,30630000000.0,268.905783537,-0.474793391529
335,11.90756,51.75329,34.33538,1.618e+11,269.348942204,-0.473927847258
336,50.46386,55.11372,60.78754,22480000000.0,269.376493691,-0.47387403576
337,11.90793,51.7824,34.33038,1.395e+11,269.569354101,-0.473497355271
338,21.6193,25.42453,50.66077,36290000000.0,269.64640487,-0.473346865488
339,5.71684,36.42848,37.33632,52780000000.0,269.935461998,-0.472782300785
340,19.7623,46.09857,38.01914,44120000000.0,269.944334511,-0.472764971658
341,21.5703,25.42864,50.65153,36790000000.0,270.324918613,-0.472021643333
342,19.07587,45.92377,37.79223,3.198e+11,270.336125998,-0.47199975391
343,3.6703,55.64725,28.71891,25140000000.0,270.366012357,-0.471941382115
344,40.34074,18.93563,25.27949,73920000000.0,270.457539331,-0.471762618494
345,40.35196,18.94777,25.31402,23810000000.0,270.483689895,-0.471711543173
346,41.16586,12.2373,3.13557,1.375e+11,270.56027369,-0.471561965449
347,8.56865,57.11518,20.24872,28640000000.0,270.745195536,-0.471200789968
348,11.76991,6.60154,61.5473,52440000000.0,270.887622716,-0.470922611883
349,7.18547,38.67241,35.58219,43790000000.0,271.002965382,-0.470697333238
350,51.1459,28.13488,41.55128,32130000000.0,271.509632561,-0.469707748903
351,42.3905,12.06687,4.58021,30970000000.0,271.637116561,-0.469458756716
352,21.97305,14.38328,1.31766,23640000000.0,271.642720254,-0.469447812005
353,11.87759,51.77379,34.462,30800000000.0,271.715568254,-0.469305530755
354,50.37975,55.45948,60.5842,27800000000.0,271.727709587,-0.469281817213
355,19.07396,45.88843,37.85831,4.588e+11,271.92944251,-0.468887807598
356,40.17498,18.46349,25.41594,1.62e+11,272.310026612,-0.468144479273
357,40.15662,18.49736,25.41923,93400000000.0,272.391280151,-0.467985780956
358,9.4496,56.41515,20.73655,51440000000.0,272.560791843,-0.467654703432
359,14.36865,49.93129,22.96625,40460000000.0,272.829769074,-0.467129357278
360,14.37029,49.95676,22.97904,58600000000.0,272.931102509,-0.466931440411
361,40.10553,18.62074,25.54014,1.377e+11,273.008153279,-0.466780950628
362,40.06387,18.65699,25.5469,3.043e+11,273.285069073,-0.466240099466
363,22.00798,14.35063,1.3229,48950000000.0,273.302347125,-0.466206353272
364,1.35966,8.05792,7.64317,33130000000.0,273.304215022,-0.466202705035
365,18.99648,45.81872,37.90734,22810000000.0,273.39294015,-0.466029413769
366,4.88285,51.9819,38.84124,1.311e+12,273.444774304,-0.465928175188
